Renewal_Date,Sale,Main_Income,Addon_Income,Finance_Income,Gross_Price,Last_Yr_Gross_Price,Net_Premium,Previous_Renewals,First_Contact_Channel,Renewal_Offer_Type,Number_Of_Attempted_Policy_Ammendments,Diver_Age,Driver_Marital_Status,Driver_Occupation_Status,Driver_Licence_Type,Driver_Years_Licence_Held,Geographical_Area,Number_Of_Named_Drivers,Overnight_Parking,Annual_Mileage,Vehicle_Age,Vehicle_Years_Owned,Vehicle_Body_Type,Vehicle_No_Of_Doors,Vehicle_Engine_Size,Vehicle_Fuel_Type,Vehicle_Transmission,Vehicle_Liability_Category,No_Claims_Discount,Credit_Score,Previous_Discount,Data_Quality
20161027,1,7.88,25.0464,49.45,525.81,415.25,417.44,2,I,Passive,1,55,M,S,Z,24,7,1,4,7000,6,4,H,5,1242,P,M,4,9,574,0,OK
20161031,0,22.08,40.7744,0,334.71,293.45,251.74,2,I,Passive,NULL,68,M,E,Z,51,2,0,4,5000,7,3,H,5,1461,D,M,7,9,597,0,OK
20161110,1,30.1,31.649,22.81,242.27,249.36,143.15,2,I,Passive,NULL,59,P,E,Z,35,7,0,4,4000,15,3,H,5,1364,D,M,3,9,546,0,OK
20161103,1,23.43,58.9806,60.61,644.81,465.62,468.51,2,I,Passive,NULL,67,P,R,Z,23,2,0,4,5999,5,3,H,5,999,P,M,,9,579,0,OK
20161028,1,38.75,18.1406,0,290.51,335.89,216.01,2,I,Passive,NULL,60,P,E,Z,23,11,0,1,11999,5,3,H,5,1397,P,M,4,9,548,0,OK
20161031,1,-59.85,19.63,0,861.48,408.35,802.98,2,I,Passive,2,55,D,E,Z,30,10,0,3,5000,3,0,H,5,1686,D,M,,3,534,0,OK
20161028,1,45.06,0,0,375.68,390.48,290.37,2,I,Passive,NULL,55,M,S,Z,23,10,0,4,3999,12,4,H,5,2184,D,M,8,4,559,0,OK
20161001,0,42.18,87.7548,0,619.93,487.26,421.08,2,I,Passive,NULL,51,M,E,Z,28,3,0,3,10000,6,3,E,5,1995,D,M,,9,567,1,OK
20161001,0,74.64,21.4464,50.28,534.21,554.35,357.44,2,I,Passive,1,56,M,E,Z,26,11,0,4,16000,3,0,H,5,1686,D,A,,9,577,0,OK
20161004,0,108.11,39.9672,43.57,463.63,399.97,242.12,2,I,Passive,2,68,M,R,Z,43,4,0,4,5000,1,0,H,5,1997,D,M,,9,595,0,OK
20161027,0,20.93,19.63,40.2,426.97,433.66,304.77,2,I,Passive,NULL,38,M,E,Y,10,10,1,4,12000,7,3,E,5,1686,D,M,8,4,496,0,OK
20161104,0,0,38.1822,28.46,303.12,269.37,220.87,2,I,Passive,NULL,60,M,E,Z,28,7,0,3,12000,16,4,E,5,1896,D,M,6,9,548,1,OK
20161030,1,21.31,43.4316,0,370.02,312.02,283.36,2,I,Passive,NULL,52,P,E,Z,23,11,0,1,8999,8,3,H,5,1995,D,A,15,9,573,0,OK
20161201,1,25.46,0,68.04,723.51,492.96,559.78,2,I,Passive,1,71,A,R,Z,43,1,1,2,5000,10,1,E,5,2188,D,A,14,3,559,1,OK
20161101,0,78.17,44.1076,45.97,488.94,372.05,291.46,2,I,Passive,NULL,61,P,H,Z,44,10,0,3,7000,6,5,E,5,1686,D,M,7,9,563,0,OK
20161027,0,30.59,19.2882,40.93,435.24,391.86,321.47,2,I,Passive,NULL,37,M,E,Z,19,11,0,4,6999,7,3,C,2,1995,D,M,12,9,532,0,OK
20161028,0,-46.5,78.1254,105.61,1123.13,841.41,930.09,2,I,Passive,NULL,45,P,E,Z,12,4,0,4,3999,10,1,H,5,1560,D,M,6,9,475,0,OK
20161028,0,38.2,35.6404,54.85,583.07,518.33,424.34,2,I,Passive,NULL,39,A,E,Z,22,3,0,3,10000,16,3,E,5,1598,P,M,6,9,538,1,OK
20161105,0,5.71,64.3446,66.12,703.57,603.6,532.41,2,I,Passive,2,64,W,E,Z,23,4,0,5,9999,9,0,H,5,1198,P,M,2,9,551,0,OK
20161110,1,39.69,45.2044,0,525.17,475.85,406.24,2,I,Passive,3,49,P,E,Z,16,9,0,4,1999,8,6,B,2,1995,D,M,12,9,550,0,OK
20161021,0,150,55.3032,0,675.87,555.8,424.72,1,I,Passive,NULL,62,M,E,Z,40,3,0,4,8000,1,1,E,5,1995,D,A,,9,594,1,OK
20161029,1,73.58,49.8486,53.53,569.55,523.74,359.81,2,I,Passive,2,62,D,E,Z,23,9,0,3,3999,9,0,H,3,1248,D,M,4,9,536,0,OK
20161030,1,59.63,53.9108,43.69,464.4,398.59,276.18,2,I,Passive,NULL,64,D,E,Z,28,4,0,3,3000,11,8,H,5,1461,D,M,3,9,568,0,OK
20161027,0,0,0,0,375.05,371.62,334.87,2,I,Active,NULL,66,M,E,Z,48,11,0,4,10000,11,4,E,5,1997,P,A,9,4,601,0,OK
20161119,0,-2.14,43.0312,0,456.67,304.77,390.02,2,I,Active,NULL,56,P,E,Z,23,10,0,1,5999,7,3,S,4,1995,D,M,,5,559,1,OK
20161107,1,33.22,22.1622,35.17,374.24,319.51,263.87,2,I,Passive,NULL,45,P,E,Z,23,3,0,4,6000,6,5,H,5,1598,D,A,,9,567,0,OK
20161028,1,15.08,37.726,39.13,415.8,314.02,301.6,2,I,Passive,NULL,54,P,E,Z,18,9,0,4,8000,4,1,H,5,1229,P,M,,9,594,0,OK
20161129,1,19.57,71.0836,47.89,509.74,482.52,311.56,2,I,Passive,NULL,34,S,E,Z,15,1,0,4,8000,8,3,H,5,1560,D,M,4,9,547,0,OK
20161208,0,39.9,61.5262,0,637.27,442.15,498.77,2,I,Passive,NULL,73,S,R,Z,28,1,0,4,6000,3,3,E,5,1796,P,M,8,9,600,1,OK
20161130,0,100.34,19.63,55.8,592.83,575.11,359.52,2,T,Passive,1,52,A,E,Z,30,10,0,5,8000,3,3,H,3,999,P,M,,3,541,0,OK
20161125,0,0,58.0088,0,544.77,488.62,456.98,2,I,Active,NULL,39,M,E,Z,21,9,0,4,8000,5,3,H,5,1598,P,M,,9,560,0,OK
20161210,0,10.3,48.4776,44.29,470.73,412.49,343.46,2,I,Passive,NULL,62,M,U,Z,23,7,0,4,7999,8,3,H,5,1360,P,M,3,9,562,0,OK
20161128,0,29.68,50.7876,49.81,529.42,381.27,370.96,2,I,Passive,NULL,45,D,E,Z,15,11,1,3,7999,1,0,H,5,1461,D,M,,9,554,0,OK
20161201,1,33.6,49.7722,0,470.17,409.98,358.87,2,I,Passive,NULL,71,M,R,Z,23,2,0,4,4999,4,4,H,5,1461,D,M,,9,578,1,OK
20161125,1,28.79,45.2858,0,403.65,383.81,305.43,2,I,Passive,1,31,M,E,Z,13,8,0,4,10000,1,0,H,5,1997,D,M,,9,558,0,OK
20161125,0,-27.46,0,0,431.19,284.1,409.51,2,I,Passive,NULL,67,M,R,Z,28,11,0,3,9000,8,3,E,5,1796,P,M,8,3,595,0,OK
20160906,1,130.62,0,48.25,513.33,466.63,284.63,2,I,Passive,NULL,63,P,E,Z,35,4,0,4,8000,14,7,E,5,1587,P,M,5,9,551,0,OK
20160930,0,-12.19,0,0,260.94,235.85,243.87,2,I,Passive,NULL,51,M,E,Z,28,9,0,4,6000,4,3,H,5,1242,P,M,,9,588,0,OK
20160910,1,124.4,27.46,55.56,590.4,530.12,326.51,2,I,Passive,NULL,58,W,E,Z,28,4,0,4,8000,2,0,H,5,1560,D,M,,9,584,0,OK
20161012,0,66.74,46.7624,0,466.29,479.95,323.04,2,I,Passive,NULL,54,M,E,Z,35,2,0,4,8000,8,4,H,3,1796,P,A,7,9,550,0,OK
20161001,1,74.27,19.4424,36.13,384.19,395.18,231.54,2,I,Passive,NULL,55,D,E,Z,28,11,0,3,5000,16,3,S,4,1995,P,M,13,9,538,0,OK
20161001,1,143.22,78.2082,62.64,665.76,642.62,307.47,2,I,Passive,3,51,S,H,Z,28,11,0,4,2000,9,7,H,5,1910,D,M,11,9,515,1,OK
20161002,1,81.46,19.833,47.89,509.34,526.33,330.55,2,I,Passive,NULL,59,M,E,Z,42,11,0,3,3000,11,1,E,5,1753,D,M,6,5,571,0,OK
20161006,1,0,37.239,0,261.83,255.02,209.65,2,I,Passive,NULL,54,P,E,Z,23,8,0,4,2999,6,3,H,5,1248,P,M,,9,550,0,OK
20161005,0,0,21.8724,42.37,450.65,359.91,364.54,2,I,Passive,NULL,34,P,E,Z,16,3,0,3,1300,10,3,E,5,1910,D,M,7,9,572,0,OK
20161006,0,20.72,19.0766,0,283.02,228.82,227.11,2,I,Passive,NULL,52,P,E,Z,28,10,0,4,9000,4,4,E,5,1390,P,M,,9,584,0,OK
20161001,1,33.41,47.137,0,298.99,303.35,195.45,2,I,Passive,NULL,55,P,E,Z,38,6,1,3,10000,15,4,H,5,1422,D,M,6,9,576,1,OK
20161001,1,-13.25,35.5282,0,305.51,310.65,264.97,2,I,Passive,NULL,43,D,E,Z,23,12,1,3,5999,9,2,H,5,1560,D,M,5,7,571,0,OK
20161028,1,25.15,43.7884,0,379.21,319.27,287.64,2,I,Passive,2,41,M,E,Z,23,11,0,4,7000,4,2,H,5,1995,D,M,,9,580,0,OK
20161215,1,79.29,57.0422,0,485.28,495.94,313.37,2,T,Passive,NULL,59,P,N,Z,23,7,0,3,3999,12,1,E,5,2696,D,A,12,8,541,0,OK
20161030,1,38.13,88.312,64.68,687.65,632.88,427.7,2,I,Passive,NULL,60,M,E,Z,28,7,0,5,12000,8,4,S,4,1798,P,A,7,9,493,1,OK
20161031,1,186.22,30.72,132.61,1410.56,1222.3,920.9,2,I,Passive,5,27,P,E,Y,7,8,0,5,12000,11,0,H,5,1896,D,M,5,2,516,0,OK
20161030,1,119.02,49.72,0,716.97,761.94,501.5,2,I,Passive,NULL,51,M,E,Z,23,4,0,3,9999,11,0,E,5,1796,P,A,12,5,597,1,OK
20161101,1,0,15.9696,0,217.54,223.74,190.16,2,I,Passive,NULL,50,P,E,Y,11,1,0,5,8000,17,3,H,3,1242,P,M,3,9,555,0,OK
20161101,1,27.43,47.2308,0,428.71,399.23,328.68,2,I,Passive,1,52,M,E,Z,30,10,0,3,6000,9,3,H,5,1398,P,M,4,9,576,1,OK
20160930,1,36.99,34.0792,52.44,558.12,392.24,405.82,1,I,Passive,NULL,33,P,E,Z,13,3,0,3,5999,1,1,H,5,1197,P,M,,9,553,0,OK
20161027,1,-19.73,23.6754,43.81,466.02,452.99,394.59,2,I,Passive,1,34,P,E,Z,13,8,0,4,3999,9,3,E,5,1995,D,A,12,6,546,0,OK
20161106,0,-51.62,19.63,56.41,600.24,416.29,512.02,2,I,Passive,NULL,48,S,E,Z,28,11,0,1,12000,10,0,H,5,1360,P,M,3,2,544,0,OK
20161029,0,97.02,42.2118,56.89,605.43,628.04,370.53,2,I,Passive,NULL,33,S,E,Z,13,11,0,4,2000,9,5,H,5,1896,D,M,10,9,533,0,OK
20161129,1,61.12,91.879,72.37,769.65,567.92,470.15,2,I,Passive,NULL,64,D,E,Z,23,3,0,3,9999,7,3,H,5,1339,P,M,5,9,575,1,OK
20161125,0,8.64,37.6616,0,387.58,367.9,316.36,2,I,Active,NULL,70,W,R,Z,28,2,0,3,5000,12,7,H,5,1229,P,M,3,9,571,1,OK
20161118,1,32.54,13.221,29.4,312.64,320.1,220.35,1,I,Passive,NULL,63,D,E,Z,23,8,0,3,5000,5,1,H,5,1124,P,M,2,9,566,1,OK
20161203,0,97.96,75.5778,101.53,1079.5,1066.58,713.63,2,I,Passive,NULL,26,S,E,Y,6,8,0,1,12000,6,0,C,2,1995,D,M,,6,530,0,OK
20161211,0,61.29,47.9194,64.21,682.91,570.58,471.49,2,I,Passive,NULL,46,M,E,Z,21,9,0,4,8000,6,3,E,5,2231,D,M,,5,581,0,OK
20161127,1,30.84,24.437,0,367.38,301,290.95,2,I,Passive,NULL,55,M,R,Z,23,3,0,3,5999,5,4,E,5,1968,D,M,,9,595,0,OK
20160906,1,106.65,19.63,61.21,651.07,444.62,400.38,2,I,Passive,NULL,57,S,E,Z,13,11,0,3,7000,17,3,E,5,1199,P,M,3,7,477,0,OK
20160906,1,45.87,28.08,49.45,525.96,483.42,352.41,2,I,Passive,NULL,53,P,E,Z,28,9,0,4,6000,6,1,H,5,1560,D,M,,9,563,0,OK
20160905,0,2.83,0,0,251.1,225.35,221.37,2,I,Passive,NULL,53,S,E,Z,23,1,0,4,8999,5,3,H,3,1242,P,M,4,9,571,0,OK
20160910,1,31.53,0,0,340.16,279.97,272.18,2,I,Passive,NULL,43,P,R,Z,25,9,0,4,5000,7,3,S,4,2698,D,A,15,7,565,0,OK
20160909,1,16.37,57.78,38.05,404.36,368.47,224.65,2,I,Passive,NULL,56,P,E,Z,15,11,0,4,12000,4,2,H,5,1242,P,M,,9,599,0,OK
20160907,0,-57.24,12.83,0,554.78,393.79,534.99,1,T,Passive,NULL,39,P,E,Z,22,7,0,1,6999,7,7,H,5,1598,P,M,,9,565,0,OK
20161027,1,197.46,71.486,70.81,753.43,597.19,329.1,2,I,Passive,NULL,57,M,E,Z,28,3,0,4,1000,9,3,H,3,1397,P,M,4,9,575,0,OK
20161124,0,0,0,0,0,318.1,0,2,I,Passive,NULL,47,P,E,Z,23,9,0,4,4500,4,1,C,2,1598,P,M,,0,590,0,Unacceptable
20161027,1,215.65,19.63,69.13,735.19,925.2,359.41,2,I,Passive,NULL,58,D,E,Z,23,4,0,3,11999,14,3,E,5,2999,D,M,14,3,559,0,OK
20161101,1,89.06,47.2916,51.73,550.25,450.14,329.36,2,I,Passive,NULL,51,M,E,Z,28,9,0,3,8000,7,4,H,5,1461,D,M,,9,559,0,OK
20161028,1,16.94,57.4076,0,423.68,412.17,293.46,2,I,Passive,NULL,48,S,E,Z,18,7,0,3,800,3,0,E,5,1686,D,M,,9,547,1,OK
20161028,0,121.3,58.4878,0,687.09,769.73,462.63,2,I,Active,1,56,D,E,Z,23,10,0,3,11999,13,0,E,5,1587,P,M,5,9,556,0,OK
20161027,1,33.39,17.1912,0,358.3,422.53,286.52,2,I,Passive,NULL,53,P,E,Z,23,5,1,1,1999,15,4,H,5,1594,P,A,6,7,557,1,OK
20161027,1,104.26,26.7522,63.97,680.12,716.76,445.87,2,I,Passive,NULL,41,M,E,Z,22,10,0,1,2999,10,1,S,4,1998,D,M,14,6,555,0,OK
20161027,0,112.97,31.5228,57.73,613.68,665.96,375.38,2,I,Passive,NULL,37,P,H,Z,18,1,0,3,7000,5,1,H,5,1248,D,M,3,9,492,0,OK
20161102,1,17.25,22.7516,0,329.18,318.8,270.86,2,I,Passive,NULL,48,P,E,Z,19,11,0,4,8000,9,3,H,5,1968,D,M,11,9,563,0,OK
20160213,1,0,29.98,0,738.44,546.72,638.14,1,I,Passive,NULL,53,W,E,Z,19,10,0,4,8000,6,2,E,5,1598,P,M,6,2,584,0,OK
20161027,1,131.38,59.4018,74.05,787.5,882.82,444.03,2,I,Passive,NULL,45,S,E,Z,15,3,0,3,4000,7,1,H,3,1995,P,M,11,8,534,0,OK
20161030,0,0,49.4996,0,428.86,329.05,355.66,2,I,Passive,NULL,46,P,E,Z,23,7,0,4,8000,4,4,E,5,1997,D,M,,9,544,1,OK
20161125,1,45.77,29.574,62.65,665.96,525.95,492.9,2,I,Passive,NULL,47,P,E,Z,23,2,0,4,3999,5,3,H,5,1149,P,M,3,9,541,0,OK
20161126,0,32.12,17.6568,28.69,305.22,281.03,210.28,2,I,Passive,6,46,P,E,Z,28,10,2,4,5000,8,0,H,3,998,P,M,1,9,460,1,OK
20161201,0,40.89,26.7578,42.6,452.9,422.87,318.63,2,I,Passive,NULL,41,M,E,Z,23,4,0,4,8000,3,2,H,5,1598,D,M,,9,566,0,OK
20161126,1,70.14,26.8284,0,579.35,531.8,447.14,2,I,Passive,NULL,40,M,E,Y,6,2,0,3,3999,12,4,H,5,1198,P,M,3,6,552,1,OK
20161125,1,-20.16,86.255,55.21,587.34,587.9,403.25,2,I,Passive,NULL,35,P,E,Y,6,5,0,3,9000,7,3,E,5,1999,P,M,,6,564,1,OK
20161126,1,59.51,16.7786,30.61,325.84,320.87,199.81,2,I,Passive,NULL,66,M,R,Z,28,9,0,4,7000,4,3,E,5,1997,D,A,,9,579,0,OK
20161201,1,82.83,110.2428,69.49,738.83,645.64,397.38,2,I,Passive,NULL,38,P,E,Z,19,10,0,3,7000,11,1,H,5,1796,P,M,8,9,506,0,OK
20161126,1,88.12,46.8824,51.01,542.96,551.78,324.54,2,I,Passive,2,31,M,E,Z,14,12,0,4,9999,2,0,H,5,1956,D,M,,9,556,0,OK
20161125,0,13.56,13.0218,26.77,285.03,283.17,217.03,2,I,Passive,1,37,P,E,Z,19,1,1,3,2000,6,3,E,5,1686,D,M,8,9,537,0,OK
20161126,1,81.56,48.7742,52.93,563.31,566.85,347.07,2,I,Passive,NULL,62,D,E,Z,28,3,2,4,10000,4,4,H,5,1390,P,M,,9,619,0,OK
20160630,1,95.43,0,61.08,649.09,455.35,429.58,2,I,Passive,NULL,40,M,E,Z,22,10,0,4,10000,0,0,S,4,1968,D,M,,9,539,0,OK
20160617,0,-50.3,34.67,0,688.89,487.38,626.93,2,I,Active,NULL,73,M,R,Z,23,1,0,4,3999,7,3,H,5,1596,P,M,6,9,583,1,OK
20160621,1,0,26.2,0,335.37,252.22,273.94,2,I,Passive,NULL,51,M,E,Z,23,11,0,1,9999,9,7,E,5,1997,D,M,11,8,556,0,OK
20160617,0,-12.77,0,63.97,680.74,450.03,562.09,1,T,Passive,2,40,M,E,Z,13,7,0,4,14999,3,3,E,5,1968,D,M,,7,557,0,OK
20160616,1,-3.45,19.63,40.8,434.18,271.55,334.68,2,I,Passive,NULL,51,S,E,Z,20,1,0,4,6000,6,3,H,5,1248,D,M,,3,556,0,OK
20160617,1,15.82,26.1,36.13,384.43,290.58,269.75,2,I,Passive,NULL,55,M,E,Z,13,2,0,5,3999,10,4,H,5,1497,P,A,8,8,533,1,OK
20160620,0,-13.06,25.89,0,307.72,250.71,261.19,2,I,Passive,1,45,M,E,Z,18,6,0,4,10000,8,5,E,5,1910,D,M,10,9,579,0,OK
20160818,1,0,25.31,0,292.76,255.67,236.69,2,I,Passive,NULL,50,M,E,Z,23,4,0,4,6999,9,4,E,5,1968,D,M,11,9,570,0,OK
20160814,0,-15,37.91,38.04,404.1,318.2,299.9,2,I,Passive,NULL,58,P,E,Z,12,7,0,4,10000,9,3,H,5,1992,D,M,8,9,575,0,OK
20160811,1,-16.15,27.38,0,375.41,358.9,323.05,2,I,Passive,NULL,27,P,E,Y,10,6,0,4,4999,10,4,H,5,1364,P,M,5,9,562,0,OK
20160814,1,10,37.38,31.2,332.04,282.85,192.88,2,I,Passive,NULL,70,M,R,Z,28,1,0,5,10000,10,10,H,5,1493,D,M,5,9,548,0,OK
20160811,0,13.14,27.94,0,433.23,368.17,346.62,2,I,Passive,NULL,45,M,E,Z,23,2,0,3,13999,12,1,H,5,1997,D,M,10,9,568,1,OK
20160812,1,155.69,29.02,66.85,711.09,625.02,391.51,2,I,Passive,NULL,47,P,E,Z,12,4,0,4,9999,2,1,H,5,999,P,M,,9,551,1,OK
20160816,0,35.26,9.01,48.72,518.09,400.97,375.78,2,I,Passive,NULL,62,S,E,Z,28,4,0,5,10000,9,2,H,3,1248,D,M,2,9,584,1,OK
20160820,0,28.11,26.95,41.77,444.54,431.82,305.34,2,I,Passive,NULL,66,M,S,Z,28,9,0,4,2500,9,4,H,5,1910,D,M,11,9,572,1,OK
20160104,1,78.01,5.68,0,351.99,347.55,236.82,1,I,Passive,NULL,39,M,H,Z,12,11,0,4,9999,7,3,H,5,1560,D,M,7,9,582,0,OK
20160118,1,-23.6,7.86,35.77,380.47,359.74,327.67,1,I,Passive,NULL,34,P,E,Z,16,10,0,3,8000,11,3,E,5,1796,P,M,8,9,553,0,OK
20160102,0,108.04,17.84,0,460.12,388.52,289.85,1,I,Passive,NULL,66,M,R,Z,47,4,0,4,6000,7,1,S,4,1995,D,M,,9,579,0,OK
20160103,1,14.92,7.89,40.09,426.24,350.55,328.95,1,I,Passive,1,58,S,E,Z,22,7,0,3,4000,7,6,H,3,998,P,M,1,9,514,1,OK
20160102,1,-37.79,0,0,864.32,767.14,820.1,1,I,Passive,NULL,27,S,E,Y,5,5,0,3,5000,6,5,H,5,1995,D,A,,5,499,0,OK
20160115,1,0,0,0,0,435.31,0,1,I,Passive,NULL,51,M,E,Z,22,9,0,4,14999,9,2,H,5,1686,D,M,6,9,534,1,Unacceptable
20160112,1,37.96,6.54,36.13,384.56,397.09,272.85,1,I,Passive,NULL,43,P,E,Z,25,10,0,4,10000,10,3,H,5,1995,D,M,11,9,537,0,OK
20160103,0,4.1,8.88,0,420.65,382.42,370.24,1,I,Passive,NULL,28,S,E,Z,11,11,0,2,6000,6,2,H,5,1560,D,M,7,9,563,0,OK
20160107,1,4.78,0,48.37,514.3,514.81,418.79,1,I,Passive,NULL,24,S,E,Y,6,8,1,3,4999,8,3,H,5,1398,D,M,4,4,550,1,OK
20160102,0,-19.34,26.48,0,348.07,332.14,308.2,1,I,Passive,NULL,35,M,E,Z,17,2,0,4,12000,6,2,E,5,1598,P,A,,9,578,0,OK
20160112,0,31.64,29.45,0,541.16,623.13,431.81,1,T,Passive,5,65,W,R,Z,27,2,2,3,3000,4,2,H,5,1329,P,M,,9,579,0,OK
20160116,1,-13.45,40.79,106.33,1130.39,1192.7,904.37,1,I,Passive,2,52,D,E,Z,30,2,1,4,7000,6,0,H,3,1242,P,M,4,9,580,0,OK
20160105,1,72.46,37,46.21,491.45,513.88,292.75,1,I,Passive,NULL,36,M,E,Z,19,7,0,3,5000,15,1,E,5,1997,D,M,7,9,543,1,OK
20160201,1,-22.66,37.53,38.17,405.68,366.2,314.66,1,I,Passive,1,49,P,E,Z,15,11,0,4,8000,8,1,H,5,1799,P,M,11,9,539,0,OK
20160906,1,59.56,0,35.28,374.7,357.18,243.49,2,I,Passive,NULL,58,M,E,Z,22,4,0,4,5000,1,0,H,5,998,P,M,,9,516,0,OK
20160820,0,-7.08,29.76,0,497.94,394.05,422.23,2,I,Passive,NULL,37,M,E,Z,20,9,0,4,8000,3,3,E,5,1796,P,M,8,9,530,1,OK
20160813,1,23.45,0,42.84,455.28,413.82,344.8,2,I,Passive,NULL,31,M,H,Y,11,6,0,3,12000,4,3,E,5,1560,D,M,7,5,544,0,OK
20160811,0,141.18,0,0,755.88,637.54,533.71,2,I,Passive,NULL,63,S,E,Z,20,3,0,4,11999,4,0,E,5,1968,D,A,,8,584,0,OK
20161001,1,14.43,17.5344,0,343.47,407.84,292.24,2,I,Passive,1,59,P,E,Z,23,9,0,3,4999,12,0,E,5,2209,D,M,12,6,575,0,OK
20161006,1,98.66,50.7318,44.04,468.37,512.3,214.03,2,I,Passive,NULL,54,M,E,Z,27,4,0,4,6000,1,0,E,5,1560,D,M,,9,577,0,OK
20161002,1,12.67,16.359,33.12,352.68,348.5,272.65,2,I,Passive,NULL,63,M,E,Z,19,9,0,4,8000,8,6,H,5,1596,P,M,6,5,575,0,OK
20161020,1,3.37,65.78,76.21,810.77,808.6,557.86,1,I,Passive,NULL,60,P,E,Z,27,9,0,3,4000,11,1,H,3,998,P,A,1,3,526,0,OK
20161001,1,26.8,16.5978,0,339.84,266.71,276.63,2,I,Passive,1,49,P,E,Z,26,3,0,3,5000,10,10,B,2,1796,P,M,10,9,545,1,OK
20161002,1,29.78,19.638,31.21,332.03,314.45,233.8,2,I,Passive,1,52,S,E,Z,23,6,0,4,4999,4,0,H,5,1198,P,M,,9,491,0,OK
20161002,0,42.5,19.63,0,437.4,347.5,328.4,2,I,Passive,1,61,M,E,Z,19,11,0,4,4000,2,0,H,3,1499,P,A,,3,579,0,OK
20161005,1,0,20.4144,39.6,420.67,367.85,340.24,2,I,Passive,NULL,43,P,E,Z,23,10,0,4,19999,6,3,H,3,1248,D,M,,6,546,0,OK
20161001,1,38.96,69.5464,47.17,502.04,493.02,285.94,2,I,Passive,NULL,33,M,E,Y,11,12,0,3,4000,8,3,H,5,1598,P,M,7,7,536,0,OK
20161003,1,215.89,19.63,123.25,1310.15,1142.92,824.21,2,I,Passive,NULL,56,S,E,Z,28,4,0,4,6000,6,3,S,4,1598,D,M,,1,541,0,OK
20161002,1,34.95,19.63,68.89,732.34,731.47,537.78,2,I,Passive,NULL,25,S,E,Y,7,3,1,4,5999,3,3,H,5,1149,P,M,,2,549,0,OK
20161001,1,41.73,29.493,62.04,659.31,614.37,491.55,2,I,Passive,NULL,57,S,U,Z,22,3,0,3,3000,17,3,H,5,1323,P,M,3,9,559,1,OK
20161003,1,10.27,25.2498,50.16,532.99,521.48,420.83,2,I,Passive,NULL,40,S,N,Y,11,10,0,4,6000,7,2,H,5,1242,P,M,4,9,458,0,OK
20161005,0,43.27,93.9236,55.8,593.55,526.68,335.06,2,I,Passive,NULL,48,S,E,Z,23,4,0,5,4999,11,6,H,5,1242,P,M,4,9,525,0,OK
20161127,0,37.87,44.0992,41.29,438.96,313.98,291.32,2,I,Passive,NULL,56,S,E,Z,23,11,1,4,9999,7,4,H,5,1956,D,M,9,9,566,0,OK
20161211,0,25.92,17.5714,0,268.34,222.29,209.19,2,I,Passive,NULL,65,M,E,Z,30,3,0,4,4000,8,8,H,5,1984,P,A,15,9,605,1,OK
20161126,1,74.07,23.072,41.28,438.49,339.17,274.7,2,I,Passive,NULL,47,P,E,Z,28,1,0,4,8000,4,1,H,5,1686,D,M,,9,536,1,OK
20161124,1,292.07,67.4686,129.36,1375.46,1159.61,803.31,2,I,Passive,7,42,S,E,Z,13,3,0,1,1999,2,0,H,5,1798,P,A,,9,561,0,OK
20161201,0,43.75,47.2916,46.45,494.22,410.84,329.36,2,I,Passive,NULL,37,M,E,Z,19,6,0,4,12000,2,1,E,5,1968,D,M,,9,578,0,OK
20160103,1,192.76,19.09,0,717.48,682.94,440.4,1,I,Passive,1,46,M,E,Z,19,11,0,4,10000,4,1,H,5,2967,D,A,,9,577,1,OK
20160120,0,-14.69,59.13,0,446.95,390.26,332.43,1,I,Passive,NULL,62,A,S,Z,45,5,0,3,9000,7,5,H,5,1560,D,A,6,9,579,1,OK
20160105,0,19.28,6.83,35.4,376.69,287.19,284.77,1,I,Passive,NULL,47,P,S,Z,22,6,0,3,6000,11,4,E,5,1997,D,M,11,9,553,0,OK
20160102,1,251.26,27.33,0,683.56,693.8,343.58,1,I,Passive,NULL,63,M,S,Z,22,10,1,4,3999,9,2,H,5,1422,D,M,5,9,565,0,OK
20160119,1,-16.44,8.61,0,387.02,338.71,358.95,1,I,Passive,NULL,44,M,S,Z,18,2,0,4,8000,5,1,H,5,1598,P,M,,9,572,0,OK
20161231,0,44.78,28.9264,0,444.19,337.81,344.44,1,I,Passive,NULL,45,M,E,Z,18,2,0,4,8000,5,2,H,5,1598,P,M,,9,572,0,OK
20161130,1,8.16,53.5612,0,358.3,279,272.02,2,I,Passive,NULL,45,M,H,Z,23,7,0,4,9000,6,4,H,5,1560,D,M,,9,566,0,OK
20161210,1,69.45,35.0182,0,554.79,480.66,416.97,2,I,Passive,1,39,P,E,Z,21,9,0,3,5000,7,5,E,5,1997,D,M,11,9,489,1,OK
20161127,1,35.28,22.7922,0,349.96,268.09,271.37,2,I,Passive,1,49,M,E,Z,26,9,0,4,10000,3,3,E,5,1596,P,M,,9,570,1,OK
20161125,0,48.08,20.0002,0,326.31,283.73,238.17,2,I,Passive,NULL,43,P,S,Z,23,1,0,3,5999,7,0,H,5,1753,D,M,7,9,543,0,OK
20161126,0,70.47,48.9376,51.96,552.08,457.39,348.96,2,I,Passive,NULL,38,M,E,Z,12,11,0,3,12000,4,3,H,5,1560,D,M,,9,554,0,OK
